author,text,likes,time,text_clean,sentiment
@kukuhsetiawan7637,"Kenapa sampai sekarang ga ditetapkan sebagai bencana nasional karena bakal ada investigasi lebih mendalam, ada fakta fakta yang akan diungkap, ada perusahaan milik pejabat pemerintah yang bakal ketauan jadi biang keladi dan harus bertanggung atas bencana tersebut. Dan sampai saat ini pejabat itu masih dilindungi power dipemerintahan",1,2 bulan yang lalu,kenapa sampai sekarang ga ditetapkan sebagai bencana nasional karena bakal ada investigasi lebih mendalam  ada fakta fakta yang akan diungkap  ada perusahaan milik pejabat pemerintah yang bakal ketauan jadi biang keladi dan harus bertanggung atas bencana tersebut  dan sampai saat ini pejabat itu masih dilindungi power dipemerintahan,Neutral
@budisetiyawan2523,"Siapa yg lebih kuat??? Rakyat hanya bisa melihat,banyak ketidak adilan,kebohongan dan keserakahan. Negara harus berani menindak dengan tegas dan mengadili. MERDEKA❤❤❤.",0,2 bulan yang lalu,siapa yg lebih kuat    rakyat hanya bisa melihat banyak ketidak adilan kebohongan dan keserakahan  negara harus berani menindak dengan tegas dan mengadili  merdeka,Neutral
@athome3183,"Itu Pemda di tingkat provinsi dan kabupaten pada kemana, selama ini kayu kayu lewat jalan protokol masuk pelabuhan kenapa dibiarkan saja.",0,2 bulan yang lalu,itu pemda di tingkat provinsi dan kabupaten pada kemana  selama ini kayu kayu lewat jalan protokol masuk pelabuhan kenapa dibiarkan saja,Neutral
@nakamuratome1,Klo nggk mau si bowo tolol lepas aja sumatra,0,2 bulan yang lalu,klo nggk mau si bowo tolol lepas aja sumatra,Neutral
@MarulamSirait-h9h,Menpera harus bergerak ....janji 3 juta rumah gratis boleh diberikan kepada semua korban yang kehilangan rumah ....jsngan omdo atau congor berbusa untuk ngomong !!@,0,2 bulan yang lalu,menpera harus bergerak     janji   juta rumah gratis boleh diberikan kepada semua korban yang kehilangan rumah     jsngan omdo atau congor berbusa untuk ngomong,Negative
@juharitinju6796,"PENGUASA DAN PENGUSAHA SUDAH SALING SELINGKUH DEMI KERAKUSAN  DAN KETAMAK KAN KESERAKAHAN HARTA  JADILAH MEREKA2 ITU JADI KESETANAN DAN KE IBLISAN TERMASUK DI DALAM NYA ANGGOTA  DUNGU PENCURI/PERAMPOK RUPIAH 
 ( D P R ) HANCUR SUDAH HUTAN HUTAN DI REPUBLIK INI DI BABAT OLEH OTAK PIKIRAN BINATANG2 YG TUBUH  NYA MANUSIA.",0,2 bulan yang lalu,"penguasa dan pengusaha sudah saling selingkuh demi kerakusan  dan ketamak kan keserakahan harta  jadilah mereka  itu jadi kesetanan dan ke iblisan termasuk di dalam nya anggota  dungu pencuri perampok rupiah 
   d p r   hancur sudah hutan hutan di republik ini di babat oleh otak pikiran binatang  yg tubuh  nya manusia",Negative
@Cannon_Orca,Jirlahh punya pemimpin masih harus di dikte rakyatnya,1,2 bulan yang lalu,jirlahh punya pemimpin masih harus di dikte rakyatnya,Neutral
@muhammadrizqi808,Paling Prabowo nunggu anaknya yang homo dan plongan plongo itu keseret arus,0,2 bulan yang lalu,paling prabowo nunggu anaknya yang homo dan plongan plongo itu keseret arus,Neutral
@LopRot-gd5gy,"Yang bikin aneh, kenapa negara di eropa ga ada banjir kaya gini? Jepang? Dan negara maju lainnya? Pdhal Hutan mereka sedikit, bahkan jauh banyakan indonesia, tpi kenapa ga ada banjir begitu?",1,2 bulan yang lalu,yang bikin aneh  kenapa negara di eropa ga ada banjir kaya gini  jepang  dan negara maju lainnya  pdhal hutan mereka sedikit  bahkan jauh banyakan indonesia  tpi kenapa ga ada banjir begitu,Negative
@mrezasatriachannel,"Yak buat teman - teman ku rakyat indonesia khususnya mungkin yang di sumatera dan pak Ferry Irwandi dari malaka, saya di sini tidak bermaksud untung menyingung atau membela elit lokal (pejabat indonesia), saya di sini hanya ingin memberi tau apa dampak yang kita dapat apabila ini dimasukan ke bencana nasional. apabila negara ini masuk ke bencana nasional maka kemungkinan besar kita akan di sorot media luar, di bantu oleh negara tetangga bahkan termasuk dunia internasional ya, secara itu bagus sie, perlu kita ketahui bahwa orang luar termasuk la elit global, bahkan oragnaisasi seperti PBB dan lain lainnya mereka ini belumla tentu isi nya orang -  orang baik, sama hal nya pejabat kita ada penjahat nya ada yang baik, jngn mempercayai orang asing 100%, ya syukur - syukur kalo kita di bantu orang asing yang baik, contoh saja ya PBB ketika terjadi bencana gempa di haiti tahun (2010) pasuk PBB (MINUSTHA) dari nepal tiba di haiti, awal nya mereka terlihat mau menolong akan tetapi yang terjadi di belakang layar pasukan PBB dari kamp MIREBALAIS membuang tinja yang mengandung virus kolera ke sungai Artiobonite yang menyebabkan orang -  orang di hati terjangkit bakteri kolera, ujung nya rakyat haiti lagi yang kena, ini baru 1 kejahatan PBB belum yang lain. belum lagi kita bakal di infltarsi organisasi bahkan orang -  orang luar lainnya, kecuali kita bisa memastikan bahwa orang -  orang luar yang masuk ke indonesia adalah orang -  orang baik saja kalo begitu saya setuju karena dari awal saya sudah muak dengan pejabat pemerintah di indonesia ini, dan sedih sekali melihat korban di sumatera, sekian saya hanya ingin berpendapat apabila bencana ini di naikan ke satatus Nasional, buat rakyat indonesia dan buat Pak Ferry Irwandi dari Malaka.",1,2 bulan yang lalu,yak buat teman   teman ku rakyat indonesia khususnya mungkin yang di sumatera dan pak ferry irwandi dari malaka  saya di sini tidak bermaksud untung menyingung atau membela elit lokal  pejabat indonesia   saya di sini hanya ingin memberi tau apa dampak yang kita dapat apabila ini dimasukan ke bencana nasional  apabila negara ini masuk ke bencana nasional maka kemungkinan besar kita akan di sorot media luar  di bantu oleh negara tetangga bahkan termasuk dunia internasional ya  secara itu bagus sie  perlu kita ketahui bahwa orang luar termasuk la elit global  bahkan oragnaisasi seperti pbb dan lain lainnya mereka ini belumla tentu isi nya orang    orang baik  sama hal nya pejabat kita ada penjahat nya ada yang baik  jngn mempercayai orang asing       ya syukur   syukur kalo kita di bantu orang asing yang baik  contoh saja ya pbb ketika terjadi bencana gempa di haiti tahun        pasuk pbb  minustha  dari nepal tiba di haiti  awal nya mereka terlihat mau menolong akan tetapi yang terjadi di belakang layar pasukan pbb dari kamp mirebalais membuang tinja yang mengandung virus kolera ke sungai artiobonite yang menyebabkan orang    orang di hati terjangkit bakteri kolera  ujung nya rakyat haiti lagi yang kena  ini baru   kejahatan pbb belum yang lain  belum lagi kita bakal di infltarsi organisasi bahkan orang    orang luar lainnya  kecuali kita bisa memastikan bahwa orang    orang luar yang masuk ke indonesia adalah orang    orang baik saja kalo begitu saya setuju karena dari awal saya sudah muak dengan pejabat pemerintah di indonesia ini  dan sedih sekali melihat korban di sumatera  sekian saya hanya ingin berpendapat apabila bencana ini di naikan ke satatus nasional  buat rakyat indonesia dan buat pak ferry irwandi dari malaka,Positive
@PutriSutanti-y1i,"Habis dari kontennya pandji makin ngerti bahwa pemerintah ga akan ngerti walaupun dengan penjelasan sains hukum atau apapun, pakenya ilmu kepentingan, tapi setidaknya rakyat nya udah makin pinter dengan gimmick2 pemerintah, sok2an bantu saat dah kejadian mana mitigasinya, pake panggul2 beras lagi. Ayo kawan2 tetep optimis tetep kepung pemerintah buat jadi lebih baik, walau mungkin ga terjadi sekarang setidaknya untuk anak cucu di masa depan",0,2 bulan yang lalu (diedit),habis dari kontennya pandji makin ngerti bahwa pemerintah ga akan ngerti walaupun dengan penjelasan sains hukum atau apapun  pakenya ilmu kepentingan  tapi setidaknya rakyat nya udah makin pinter dengan gimmick  pemerintah  sok an bantu saat dah kejadian mana mitigasinya  pake panggul  beras lagi  ayo kawan  tetep optimis tetep kepung pemerintah buat jadi lebih baik  walau mungkin ga terjadi sekarang setidaknya untuk anak cucu di masa depan,Positive
@akbarkurniawan7755,Mentri sama wakil Mentri kehutanan kerjanya apa sih ? Mending mundur aja lah dari pada jadi beban negara,0,2 bulan yang lalu,mentri sama wakil mentri kehutanan kerjanya apa sih   mending mundur aja lah dari pada jadi beban negara,Neutral
@ZainulAbidin-t3g,😢pray for Sumut........itu bencana nasional....hrs ditangani secara nasional,0,2 bulan yang lalu,pray for sumut        itu bencana nasional    hrs ditangani secara nasional,Neutral
@MifUdin-m2v,Semoga diberi ketabahan kesabaran bagi para korban. Dan semoga sumut sumbar dan aceh cepat pulih seperti biasa. Mohon maaf saya hanya bisa mendoakan.,0,2 bulan yang lalu,semoga diberi ketabahan kesabaran bagi para korban  dan semoga sumut sumbar dan aceh cepat pulih seperti biasa  mohon maaf saya hanya bisa mendoakan,Neutral
@andryanarinudin3832,Si Opung bangga ini pasti.....,0,2 bulan yang lalu,si opung bangga ini pasti,Neutral
@blaze75860,"coba itu ditampar si ulil dongo, tapi si ini gak efektif lebih efektif itu pak prabowo yang harus beneran bertindak.",0,2 bulan yang lalu,coba itu ditampar si ulil dongo  tapi si ini gak efektif lebih efektif itu pak prabowo yang harus beneran bertindak,Neutral
@awannug,bubarkan mbg,0,2 bulan yang lalu,bubarkan mbg,Neutral
@vitorevo,"Rugi, hasil tebang pohon nggak seberapa, status bencana nasional malah keluarin duit banyak, ""kata mereka""",0,2 bulan yang lalu,rugi  hasil tebang pohon nggak seberapa  status bencana nasional malah keluarin duit banyak   kata mereka,Negative
@dirliherlambang3834,"Pemerintah tidak mau menjadi sorotan dunia, karena pemerintah mengetahui pasti faktor lingkungan yang rusak menjadi penyebab bencana. Sangat egois dan naif pemerintah kita  ditemgah pederitaan rakyatnya. Berdosa kalian semua pejabt di negeri ini😢😢",2,2 bulan yang lalu,pemerintah tidak mau menjadi sorotan dunia  karena pemerintah mengetahui pasti faktor lingkungan yang rusak menjadi penyebab bencana  sangat egois dan naif pemerintah kita  ditemgah pederitaan rakyatnya  berdosa kalian semua pejabt di negeri ini,Negative
@VivoPrahasta,"Ini tamparan juga buat masyarakat kita (indonesia) jangan mau di bodohi, di kadali uang seratus ribu, beras 5 kg, minyak 1 liter, omongan manis dll, yang bikin akibat nya ANCUR. Inilah pentingnya masyarakat kita harus bisa berpikir secara intelektual dan faktual.",0,2 bulan yang lalu (diedit),ini tamparan juga buat masyarakat kita  indonesia  jangan mau di bodohi  di kadali uang seratus ribu  beras   kg  minyak   liter  omongan manis dll  yang bikin akibat nya ancur  inilah pentingnya masyarakat kita harus bisa berpikir secara intelektual dan faktual,Neutral
@cheddydahlan2382,perusak alam apalg krn keserakahannya adalah penghianat bangsa....seharusnya dihukum seberat berat nya...,0,2 bulan yang lalu,perusak alam apalg krn keserakahannya adalah penghianat bangsa    seharusnya dihukum seberat berat nya,Neutral
@hikmahwibawa2782,"Alasan hutan ditebang intinya karena UANG.

PEDULI AMAT DENGAN ALAM. YANG PENTING GUA HIDUP KAYA PERUT KENYANG. GAYA HIDUP KAYA.

Saya nggak tahu ada tidak nya orang Indonesia yang punya mindset seperti itu.

Selama ada orang yang punya mindset seperti itu. Saya nggak optimis orang Indonesia kapok. Paling setelah bencana ini penebangan kembali lagi aktifitas demi CUAN yang masa bodo dengan hutan alam. Sorry hakikatnya manusia itu serakah.
Menurut pendapat gue aja.",0,2 bulan yang lalu,"alasan hutan ditebang intinya karena uang 

peduli amat dengan alam  yang penting gua hidup kaya perut kenyang  gaya hidup kaya 

saya nggak tahu ada tidak nya orang indonesia yang punya mindset seperti itu 

selama ada orang yang punya mindset seperti itu  saya nggak optimis orang indonesia kapok  paling setelah bencana ini penebangan kembali lagi aktifitas demi cuan yang masa bodo dengan hutan alam  sorry hakikatnya manusia itu serakah 
menurut pendapat gue aja",Negative
@vanatachannel2262,"Mau gimanapun Prabowo tetap mengusung keberlanjutan, ya inilah jadinya.",0,2 bulan yang lalu,mau gimanapun prabowo tetap mengusung keberlanjutan  ya inilah jadinya,Neutral
@Axzzzyc,semoga pembisik Pak Presiden kita orang yang berhati nurani Aamiin,0,2 bulan yang lalu,semoga pembisik pak presiden kita orang yang berhati nurani aamiin,Neutral
@miyaara4428,cuma di video ini ada pembahasan mengenai penyebab curah hujan sampai berakibat sefatal itu. dari kemarin cari² belum dapat artikel yang ngebahas ini secara jelas seperti ini. terimakasih pak ferry,0,2 bulan yang lalu,cuma di video ini ada pembahasan mengenai penyebab curah hujan sampai berakibat sefatal itu  dari kemarin cari  belum dapat artikel yang ngebahas ini secara jelas seperti ini  terimakasih pak ferry,Neutral
@ohmycheriie,BAYANGIN SE-DESPERATE APA influencer kita sampe mengubah gaya bicara dari yg dulunya “mengkritisi” sampe jadi “merayu” kaya skrg ini demi didengar oleh para politisi,1,2 bulan yang lalu,bayangin se desperate apa influencer kita sampe mengubah gaya bicara dari yg dulunya  mengkritisi  sampe jadi  merayu  kaya skrg ini demi didengar oleh para politisi,Neutral
@diamkaukontol,"Anda ini semakin kesini semakin berbahaya sekali pak, statement anda terkait penanaman pohon sawit secara tidak langsung menyepakati penggundulan hutan untuk pembukaan ladang baru terhadap pohon sawit, LIHAT DAMPAK NYA SEKARANG PRABOWO! Banyak sekali orang yang anda rugikan hanya karena keputusan dungu yang anda ambil ini",0,2 bulan yang lalu,anda ini semakin kesini semakin berbahaya sekali pak  statement anda terkait penanaman pohon sawit secara tidak langsung menyepakati penggundulan hutan untuk pembukaan ladang baru terhadap pohon sawit  lihat dampak nya sekarang prabowo  banyak sekali orang yang anda rugikan hanya karena keputusan dungu yang anda ambil ini,Negative
@HarSaleh,Semacam ini teruknya bencana alam dengan kematian dan kerosakan masih bukan bencana Nasional. Gila atau otak mereka belum mencapai had kemanusiaan yang berjiwa belas kasihan.,0,2 bulan yang lalu,semacam ini teruknya bencana alam dengan kematian dan kerosakan masih bukan bencana nasional  gila atau otak mereka belum mencapai had kemanusiaan yang berjiwa belas kasihan,Negative
@henywantoro8163,Indonesia berduka....,0,2 bulan yang lalu,indonesia berduka,Neutral
@mhmmdhaironi1795,Siap siap kalian pemilih 02 harus bertanggung jawab atas pilihin kalian nanti diakhirat kelak ...yg kalian pilih seperti  presiden  Prabowo ini yg pelaku perusak alam ...yg mangubah  hutan disulapnya menjadi kebun kelapa sawit 💩🗿 sehingga meakibatkan peristiwa seperti ini yg merugikan banyak masyarakat dan sampai merenggut bnyk nyawa orang... sampai hampir 1000 korban,0,2 bulan yang lalu (diedit),siap siap kalian pemilih    harus bertanggung jawab atas pilihin kalian nanti diakhirat kelak    yg kalian pilih seperti  presiden  prabowo ini yg pelaku perusak alam    yg mangubah  hutan disulapnya menjadi kebun kelapa sawit    sehingga meakibatkan peristiwa seperti ini yg merugikan banyak masyarakat dan sampai merenggut bnyk nyawa orang    sampai hampir      korban,Negative
@ShaharuddinKisot,Selagi Jawa memerintah ... Indon terus berantakan dan miskin terus hingga kiamat,0,2 bulan yang lalu,selagi jawa memerintah     indon terus berantakan dan miskin terus hingga kiamat,Neutral
@MyStories_aka,Susah,0,2 bulan yang lalu,susah,Neutral
@RendyEndyanto,Setuju banget,1,2 bulan yang lalu,setuju banget,Positive
@topastopaz6105,Ga mau luka nya ke ekspos publik,1,2 bulan yang lalu (diedit),ga mau luka nya ke ekspos publik,Neutral
@xniths,"Pernah aku liat beberapa komen di tiktok, masih ada aja orang nggak punya empati untuk mereka yang ada di Sumatera sana 😢

Kayak ""kalo pen misah sama Indo ya gausah minta bantuan lah"", ""Tapi orang Sumatera banyak tingkah"". Padahal bisa aja lah dibirain, ini malah pada saling mendoakan 😊

Orang-orang di luar Sumatera bisa nyantui karna gaada bencana alam yang bisa dibandingan sama Sumatera, walau cuma masalah hidup, tapi mudah kali lah beberapa dari mereka bilang gitu tanpa mikir. Bayangin aja orang lagi susah di depan mata, lah masih ada aja yang kelakuannya kayak Agus Es Teh, apa masih bisa sabar kalo jadi mereka? Jujur aku udah nggak heran lagi kalo nemu begituan untuk seterusnya, masih kotor banget soalnya akwkekwkwke 😊😊😊😊😊😊",0,2 bulan yang lalu (diedit),"pernah aku liat beberapa komen di tiktok  masih ada aja orang nggak punya empati untuk mereka yang ada di sumatera sana  

kayak  kalo pen misah sama indo ya gausah minta bantuan lah    tapi orang sumatera banyak tingkah   padahal bisa aja lah dibirain  ini malah pada saling mendoakan  

orang orang di luar sumatera bisa nyantui karna gaada bencana alam yang bisa dibandingan sama sumatera  walau cuma masalah hidup  tapi mudah kali lah beberapa dari mereka bilang gitu tanpa mikir  bayangin aja orang lagi susah di depan mata  lah masih ada aja yang kelakuannya kayak agus es teh  apa masih bisa sabar kalo jadi mereka  jujur aku udah nggak heran lagi kalo nemu begituan untuk seterusnya  masih kotor banget soalnya akwkekwkwke",Neutral
@kenzogiu4964,"ANAK ABAH

SAAT PILPRES PILIH ANIES
SAAT MUSIBAH DATANG ANIES BORO BORO DATANG KESANA ATAU NGASIH BANTUAN MALAH LIVE TOKTOK BIKIN PROVOKASI 😂

ACEH DAN SUMATERA BASIS NYA ANIES DAN PRABOWO TURUN LANGSUNG KESANA MALU GAK TUH 😂",0,2 bulan yang lalu,"anak abah

saat pilpres pilih anies
saat musibah datang anies boro boro datang kesana atau ngasih bantuan malah live toktok bikin provokasi  

aceh dan sumatera basis nya anies dan prabowo turun langsung kesana malu gak tuh",Neutral
@vellelumiere,Ga bakal orang dia yg menginisiasi kok,0,2 bulan yang lalu,ga bakal orang dia yg menginisiasi kok,Neutral
@awchanel7798,tapi bang kata gus ulil,0,2 bulan yang lalu,tapi bang kata gus ulil,Neutral
